P,0.661,0.31,1.253,0.14,0,0,0,0.28,0,0,0,0.56
C,0.661,0.31,1.532,0.661,0.31,1.708,0.07
S,0.661,0.31,1.708,0.105
C,0.661,0.45,1.483,0.661,0.52,1.483,0.05
C,0.661,0.52,1.483,0.6567,0.52,1.272,0.042
C,0.6567,0.52,1.272,1.017,0.52,1.387,0.042
C,0.661,0.17,1.483,0.661,0.1,1.483,0.05
C,0.661,0.1,1.483,0.56,0.1,1.298,0.042
C,0.56,0.1,1.298,0.8783,0.1,1.094,0.042
C,0.661,0.38,0.9727,0.4809,0.38,0.5933,0.07
C,0.4809,0.38,0.5933,0.1223,0.38,0.4737,0.042
C,0.09938,0.38,0.4794,0.1147,0.38,0.296,0.028
C,0.661,0.24,0.9727,0.8672,0.24,0.6069,0.07
C,0.8672,0.24,0.6069,0.5417,0.24,0.4147,0.042
C,0.5295,0.24,0.4216,0.6461,0.24,0.279,0.028
