P,0.661,0.31,1.253,0.14,0,0,0,0.28,0,0,0,0.56
C,0.661,0.31,1.532,0.661,0.31,1.708,0.07
S,0.661,0.31,1.708,0.105
C,0.661,0.45,1.483,0.661,0.52,1.483,0.05
C,0.661,0.52,1.483,0.56,0.52,1.298,0.042
C,0.56,0.52,1.298,0.8783,0.52,1.094,0.042
C,0.661,0.17,1.483,0.661,0.1,1.483,0.05
C,0.661,0.1,1.483,0.6567,0.1,1.272,0.042
C,0.6567,0.1,1.272,1.017,0.1,1.387,0.042
C,0.661,0.38,0.9727,0.8672,0.38,0.6069,0.07
C,0.8672,0.38,0.6069,0.7584,0.38,0.2449,0.042
C,0.7405,0.38,0.2295,0.8992,0.38,0.1363,0.028
C,0.661,0.24,0.9727,0.4809,0.24,0.5933,0.07
C,0.4809,0.24,0.5933,0.1362,0.24,0.7486,0.042
C,0.1348,0.24,0.7626,0.08548,0.24,0.5852,0.028
